name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Mohamad Heri Rizal,5.0,Salah satu perguruan tinggi swasta terbaik di Bandung..,salah perguruan swasta terbaik bandung,salah guru swasta baik bandung,"['salah', 'guru', 'swasta', 'baik', 'bandung']","['salah', 'guru', 'swasta', 'baik', 'bandung']"
december kurnianto,4.0,Kampus anakku utk menggapai massa depan...good luck my soon,kampus anakku menggapai massa depangood luck my soon,kampus anak gapai massa depangood luck my soon,"['kampus', 'anak', 'gapai', 'massa', 'depangood', 'luck', 'my', 'soon']","['kampus', 'anak', 'gapai', 'massa', 'depangood', 'luck', 'my', 'soon']"
arif ground,5.0,Kampus bersih dan nyaman,kampus bersih nyaman,kampus bersih nyaman,"['kampus', 'bersih', 'nyaman']","['kampus', 'bersih', 'nyaman']"
Algie Swargani,5.0,Mantap dahh!!,mantap dahh,mantap dahh,"['mantap', 'dahh']","['mantap', 'dahh']"
Ags Antolin,4.0,"Tempat na enakn. Balersih, rapih sejuk, cwe na cantik-cantik uuyyy",na enakn balersih rapih sejuk cwe na cantikcantik uuyyy,na enakn balersih rapih sejuk cwe na cantikcantik uuyyy,"['na', 'enakn', 'balersih', 'rapih', 'sejuk', 'cwe', 'na', 'cantikcantik', 'uuyyy']","['na', 'enakn', 'balersih', 'rapih', 'sejuk', 'cwe', 'na', 'cantikcantik', 'uuyyy']"
Imam Supangat,5.0,"Tempatnya bersih, parkiran cikup",tempatnya bersih parkiran cikup,tempat bersih parkir cikup,"['tempat', 'bersih', 'parkir', 'cikup']","['tempat', 'bersih', 'parkir', 'cikup']"
haryoprabu syahid,4.0,Fasilitas untuk sebuah universitas sudah bisa dibilang sangat baik,fasilitas universitas dibilang,fasilitas universitas bilang,"['fasilitas', 'universitas', 'bilang']","['fasilitas', 'universitas', 'bilang']"
r&nchanel tv,5.0,"Telkom University adalah universitas terbesar di Bandung,dan hanya satu di Indonesia
Memiliki fasilitas terbaik,dan sangat luas",telkom university universitas terbesar bandungdan indonesia memiliki fasilitas terbaikdan luas,telkom university universitas besar bandungdan indonesia milik fasilitas terbaikdan luas,"['telkom', 'university', 'universitas', 'besar', 'bandungdan', 'indonesia', 'milik', 'fasilitas', 'terbaikdan', 'luas']","['telkom', 'university', 'universitas', 'besar', 'bandungdan', 'indonesia', 'milik', 'fasilitas', 'terbaikdan', 'luas']"
Dwi Cahayaati,4.0,"Beberapa kali ikut tes masuk kesini tapi ga pernah keterima, he he he.",kali tes masuk kesini ga keterima he he he,kali tes masuk kesini ga terima he he he,"['kali', 'tes', 'masuk', 'kesini', 'ga', 'terima', 'he', 'he', 'he']","['kali', 'tes', 'masuk', 'kesini', 'ga', 'terima', 'he', 'he', 'he']"
Ichan Priatna,1.0,"Udh jelek judes lagi satpam gate 3,gak ada tatakrama dalam melayani,apa telkom gg merekrut tw ngeaudisi dlu gitu untuk pemilhaan satpamnya tololl",udh jelek judes satpam gate 3gak tatakrama melayaniapa telkom gg merekrut tw ngeaudisi dlu gitu pemilhaan satpamnya tololl,udh jelek judes satpam gate 3gak tatakrama melayaniapa telkom gg rekrut tw ngeaudisi dlu gitu pemilhaan satpam tololl,"['udh', 'jelek', 'judes', 'satpam', 'gate', '3gak', 'tatakrama', 'melayaniapa', 'telkom', 'gg', 'rekrut', 'tw', 'ngeaudisi', 'dlu', 'gitu', 'pemilhaan', 'satpam', 'tololl']","['udh', 'jelek', 'judes', 'satpam', 'gate', '3gak', 'tatakrama', 'melayaniapa', 'telkom', 'gg', 'rekrut', 'tw', 'ngeaudisi', 'dlu', 'gitu', 'pemilhaan', 'satpam', 'tololl']"
Toni Kurnia,5.0,Bersih bagus,bersih bagus,bersih bagus,"['bersih', 'bagus']","['bersih', 'bagus']"
Deden Saputra,5.0,"enak adem tempatnya, hijau karena banyak tanaman",enak adem tempatnya hijau tanaman,enak adem tempat hijau tanam,"['enak', 'adem', 'tempat', 'hijau', 'tanam']","['enak', 'adem', 'tempat', 'hijau', 'tanam']"
Zaid Rasyid,5.0,"Kampus ku, mantep, bersih, tapi kapitalis, kantinnya mahal",kampus ku mantep bersih kapitalis kantinnya mahal,kampus ku mantep bersih kapitalis kantin mahal,"['kampus', 'ku', 'mantep', 'bersih', 'kapitalis', 'kantin', 'mahal']","['kampus', 'ku', 'mantep', 'bersih', 'kapitalis', 'kantin', 'mahal']"
Margareta,4.0,Luas banget kampusnya . Fasilitas perpustakaannya Keren,luas banget kampusnya fasilitas perpustakaannya keren,luas banget kampus fasilitas pustaka keren,"['luas', 'banget', 'kampus', 'fasilitas', 'pustaka', 'keren']","['luas', 'banget', 'kampus', 'fasilitas', 'pustaka', 'keren']"
Febbia Sukmalestari,5.0,Rindu Tentram kenapa manusia gak suka tentram ?,rindu tentram manusia suka tentram,rindu tentram manusia suka tentram,"['rindu', 'tentram', 'manusia', 'suka', 'tentram']","['rindu', 'tentram', 'manusia', 'suka', 'tentram']"
Putri Utami,5.0,"kampusnya bagus, ksini buat vaksin.
Bersih banget kampusnya, luas juga",kampusnya bagus ksini vaksin bersih banget kampusnya luas,kampus bagus ksini vaksin bersih banget kampus luas,"['kampus', 'bagus', 'ksini', 'vaksin', 'bersih', 'banget', 'kampus', 'luas']","['kampus', 'bagus', 'ksini', 'vaksin', 'bersih', 'banget', 'kampus', 'luas']"
Adhilla Nur,5.0,Ada seseorang yg tinggal disana..dan aku mencintainya..,tinggal disanadan mencintainya,tinggal sanad cinta,"['tinggal', 'sanad', 'cinta']","['tinggal', 'sanad', 'cinta']"
Arif Ray,5.0,Dengan map sangat mudah mencari alamat dan lokasi ... tks map,map mudah mencari alamat lokasi tks map,map mudah cari alamat lokasi tks map,"['map', 'mudah', 'cari', 'alamat', 'lokasi', 'tks', 'map']","['map', 'mudah', 'cari', 'alamat', 'lokasi', 'tks', 'map']"
abdul hanan,5.0,Tempatnya nyaman lingkungan ramah dan asri,tempatnya nyaman lingkungan ramah asri,tempat nyaman lingkung ramah asri,"['tempat', 'nyaman', 'lingkung', 'ramah', 'asri']","['tempat', 'nyaman', 'lingkung', 'ramah', 'asri']"
Afrizal Hamzah,5.0,"gede ggedungnya, bisa tingkat gitu ya hehe. keren lah",gede ggedungnya tingkat gitu ya hehe keren,gede ggedungnya tingkat gitu ya hehe keren,"['gede', 'ggedungnya', 'tingkat', 'gitu', 'ya', 'hehe', 'keren']","['gede', 'ggedungnya', 'tingkat', 'gitu', 'ya', 'hehe', 'keren']"
Adera Hussein,5.0,Kereen,kereen,kereen,['kereen'],['kereen']
Elia Lestari,5.0,"Kost khusus putri,lokasi samping gate 1,universitas telkom.hub,ibu ely,082218331048",kost khusus putrilokasi samping gate 1universitas telkomhubibu ely082218331048,kost khusus putrilokasi samping gate 1universitas telkomhubibu ely082218331048,"['kost', 'khusus', 'putrilokasi', 'samping', 'gate', '1universitas', 'telkomhubibu', 'ely082218331048']","['kost', 'khusus', 'putrilokasi', 'samping', 'gate', '1universitas', 'telkomhubibu', 'ely082218331048']"
raden karyana,4.0,Hari minggu Jalan tertutup yang jualan di badan jalan,minggu jalan tertutup jualan badan jalan,minggu jalan tutup jual badan jalan,"['minggu', 'jalan', 'tutup', 'jual', 'badan', 'jalan']","['minggu', 'jalan', 'tutup', 'jual', 'badan', 'jalan']"
Ardila Putri,5.0,"Telkom University anggota Asosiasi Perguruan Tinggi BUMN. Fasilitas sangat bagus, Laboratoriumnya buanyaakkkkk",telkom university anggota asosiasi perguruan bumn fasilitas bagus laboratoriumnya buanyaakkkkk,telkom university anggota asosiasi guru bumn fasilitas bagus laboratorium buanyaakkkkk,"['telkom', 'university', 'anggota', 'asosiasi', 'guru', 'bumn', 'fasilitas', 'bagus', 'laboratorium', 'buanyaakkkkk']","['telkom', 'university', 'anggota', 'asosiasi', 'guru', 'bumn', 'fasilitas', 'bagus', 'laboratorium', 'buanyaakkkkk']"
jati sudrajat,5.0,Kampus modern...anak saya kuliah disini,kampus modernanak kuliah,kampus modernanak kuliah,"['kampus', 'modernanak', 'kuliah']","['kampus', 'modernanak', 'kuliah']"
Ardiansah Sulistyo,5.0,Keren dan luar biasa,keren,keren,['keren'],['keren']
Elfasy Jidda,5.0,Tempat bagus dan nyaman semoga terus demikian,bagus nyaman semoga,bagus nyaman moga,"['bagus', 'nyaman', 'moga']","['bagus', 'nyaman', 'moga']"
Agus Andriyanto,5.0,Kampus yang tak mungkin terlupakan. Banyak suka duka di tempat ini.,kampus terlupakan suka duka,kampus lupa suka duka,"['kampus', 'lupa', 'suka', 'duka']","['kampus', 'lupa', 'suka', 'duka']"
Rahardianto Sapitri,3.0,"mahasiswa disini asik"" buat di ajak mabar",mahasiswa asik ajak mabar,mahasiswa asik ajak mabar,"['mahasiswa', 'asik', 'ajak', 'mabar']","['mahasiswa', 'asik', 'ajak', 'mabar']"
Ibnu Hermawan,5.0,"masuk STT Telkom, keluar IT Telkom, sekarang jadi Universitas Telkom, hehe...

Jaya selalu, apapun namanya.",masuk stt telkom it telkom universitas telkom hehe jaya apapun namanya,masuk stt telkom it telkom universitas telkom hehe jaya apa nama,"['masuk', 'stt', 'telkom', 'it', 'telkom', 'universitas', 'telkom', 'hehe', 'jaya', 'apa', 'nama']","['masuk', 'stt', 'telkom', 'it', 'telkom', 'universitas', 'telkom', 'hehe', 'jaya', 'apa', 'nama']"
Je De kiel,5.0,Muter muter nyari tempat kos keponakan yang lagi kuliah disana.,muter muter nyari kos keponakan kuliah disana,muter muter nyari kos keponakan kuliah sana,"['muter', 'muter', 'nyari', 'kos', 'keponakan', 'kuliah', 'sana']","['muter', 'muter', 'nyari', 'kos', 'keponakan', 'kuliah', 'sana']"
Ola Claudia.s,5.0,tujuan hidup saya yaitu bisa dapat beasiswa dari telkom school yaitu sekolah saya sendiri ke telkom university,tujuan hidup beasiswa telkom school sekolah telkom university,tuju hidup beasiswa telkom school sekolah telkom university,"['tuju', 'hidup', 'beasiswa', 'telkom', 'school', 'sekolah', 'telkom', 'university']","['tuju', 'hidup', 'beasiswa', 'telkom', 'school', 'sekolah', 'telkom', 'university']"
Richie “Loki” Putra,5.0,Bagus kampus nya luas,bagus kampus luas,bagus kampus luas,"['bagus', 'kampus', 'luas']","['bagus', 'kampus', 'luas']"
Muhammad Fachry (FachryMyID),5.0,"Universitas berbasis Teknologi milik PT. Telkom yang terletak di Bandung. Kampusnya luas, asri, bersih, dan tenang.",universitas berbasis teknologi milik pt telkom terletak bandung kampusnya luas asri bersih tenang,universitas bas teknologi milik pt telkom letak bandung kampus luas asri bersih tenang,"['universitas', 'bas', 'teknologi', 'milik', 'pt', 'telkom', 'letak', 'bandung', 'kampus', 'luas', 'asri', 'bersih', 'tenang']","['universitas', 'bas', 'teknologi', 'milik', 'pt', 'telkom', 'letak', 'bandung', 'kampus', 'luas', 'asri', 'bersih', 'tenang']"
ERWIN GINANJAR,5.0,fasilitas dan lingkungan nya nyaman dan lengkap...awesome,fasilitas lingkungan nyaman lengkapawesome,fasilitas lingkung nyaman lengkapawesome,"['fasilitas', 'lingkung', 'nyaman', 'lengkapawesome']","['fasilitas', 'lingkung', 'nyaman', 'lengkapawesome']"
Andi Arief Dwi Haristianto,2.0,Kontak center tel u sibuk2 trus..buang2 pulsa jdinya,kontak center tel you sibuk2 trusbuang2 pulsa jdinya,kontak center tel you sibuk2 trusbuang2 pulsa jdinya,"['kontak', 'center', 'tel', 'you', 'sibuk2', 'trusbuang2', 'pulsa', 'jdinya']","['kontak', 'center', 'tel', 'you', 'sibuk2', 'trusbuang2', 'pulsa', 'jdinya']"
Yuda Kusuma S,5.0,"Kampus elit, betah. Kondisi asri, jauh dari hiruk pikuk perkotaan.",kampus elit betah kondisi asri hiruk pikuk perkotaan,kampus elit betah kondisi asri hiruk pikuk kota,"['kampus', 'elit', 'betah', 'kondisi', 'asri', 'hiruk', 'pikuk', 'kota']","['kampus', 'elit', 'betah', 'kondisi', 'asri', 'hiruk', 'pikuk', 'kota']"
widia yasa,5.0,Tempat yg bagus untuk menimba ilmu,bagus menimba ilmu,bagus timba ilmu,"['bagus', 'timba', 'ilmu']","['bagus', 'timba', 'ilmu']"
Apin Finardi,5.0,Teman yang pas buat jalan atau olah raga ringan,teman pas jalan olah raga ringan,teman pas jalan olah raga ringan,"['teman', 'pas', 'jalan', 'olah', 'raga', 'ringan']","['teman', 'pas', 'jalan', 'olah', 'raga', 'ringan']"
Matahun Dwi Satrio Binar Nuriawan,4.0,"Ini kenapa bukan universitas,  malahan game store -_-",universitas game store,universitas game store,"['universitas', 'game', 'store']","['universitas', 'game', 'store']"
waqs sals,1.0,"Mahal. Macet. Panas. Kuliah tidak menjamin. Koneksi internet cacat. Jangan masuk sini, ksian elu",mahal macet panas kuliah menjamin koneksi internet cacat masuk ksian elu,mahal macet panas kuliah jamin koneksi internet cacat masuk ksi elu,"['mahal', 'macet', 'panas', 'kuliah', 'jamin', 'koneksi', 'internet', 'cacat', 'masuk', 'ksi', 'elu']","['mahal', 'macet', 'panas', 'kuliah', 'jamin', 'koneksi', 'internet', 'cacat', 'masuk', 'ksi', 'elu']"
Ilham Fajar,5.0,Salah satu perguruan tinggi swasta terbaik di Indonesia.,salah perguruan swasta terbaik indonesia,salah guru swasta baik indonesia,"['salah', 'guru', 'swasta', 'baik', 'indonesia']","['salah', 'guru', 'swasta', 'baik', 'indonesia']"
Heru Supani,5.0,Tanggal 11 Mei Universitas Telkom Bandung sudah di mulai perkuliahan tatap muka.,tanggal 11 mei universitas telkom bandung perkuliahan tatap muka,tanggal 11 mei universitas telkom bandung kuliah tatap muka,"['tanggal', '11', 'mei', 'universitas', 'telkom', 'bandung', 'kuliah', 'tatap', 'muka']","['tanggal', '11', 'mei', 'universitas', 'telkom', 'bandung', 'kuliah', 'tatap', 'muka']"
Novita Nur Azmi,5.0,"Dateng cuma buat vaksin aja, bagus gedung nya",dateng vaksin bagus gedung,dateng vaksin bagus gedung,"['dateng', 'vaksin', 'bagus', 'gedung']","['dateng', 'vaksin', 'bagus', 'gedung']"
Bowie,5.0,Saat Wisuda Adikku sayang,wisuda adikku sayang,wisuda adik sayang,"['wisuda', 'adik', 'sayang']","['wisuda', 'adik', 'sayang']"
Danagiri Daya,5.0,kegiatan vaksinasi covid-19 bersama telkom university dan bpbd jawa barat 👍,kegiatan vaksinasi covid19 telkom university bpbd jawa barat ,giat vaksinasi covid19 telkom university bpbd jawa barat,"['giat', 'vaksinasi', 'covid19', 'telkom', 'university', 'bpbd', 'jawa', 'barat']","['giat', 'vaksinasi', 'covid19', 'telkom', 'university', 'bpbd', 'jawa', 'barat']"
Sageri Fikri Ramadhan,5.0,Asramanya cukup nyaman,asramanya nyaman,asrama nyaman,"['asrama', 'nyaman']","['asrama', 'nyaman']"
Nadya Ibnu Rakhman,5.0,"Bertempat di student center, dulunya sekretariat nya di sebrang sekretariat yang sekarang",bertempat student center dulunya sekretariat sebrang sekretariat,tempat student center dulunya sekretariat sebrang sekretariat,"['tempat', 'student', 'center', 'dulunya', 'sekretariat', 'sebrang', 'sekretariat']","['tempat', 'student', 'center', 'dulunya', 'sekretariat', 'sebrang', 'sekretariat']"
Cucu Suarsa,5.0,"Bagus tempat nya Luas, nyaman buat tempat vaksin",bagus luas nyaman vaksin,bagus luas nyaman vaksin,"['bagus', 'luas', 'nyaman', 'vaksin']","['bagus', 'luas', 'nyaman', 'vaksin']"
Yu,5.0,Jalan menuju kampus banyak yang berlubang,jalan kampus berlubang,jalan kampus lubang,"['jalan', 'kampus', 'lubang']","['jalan', 'kampus', 'lubang']"
Dimas Agy,5.0,Tempat kuliah favorit di banfung,kuliah favorit banfung,kuliah favorit banfung,"['kuliah', 'favorit', 'banfung']","['kuliah', 'favorit', 'banfung']"
Wahyuningtyas Meinastiti,4.0,Khusus yang bermobil... Yang miskin jalan kaki masuk telkom,khusus bermobil miskin jalan kaki masuk telkom,khusus mobil miskin jalan kaki masuk telkom,"['khusus', 'mobil', 'miskin', 'jalan', 'kaki', 'masuk', 'telkom']","['khusus', 'mobil', 'miskin', 'jalan', 'kaki', 'masuk', 'telkom']"
Kamidin Kamidinjii,5.0,Sangat setra tegis dan mendukung sangat luwar biasa,setra tegis mendukung luwar,setra tegis dukung luwar,"['setra', 'tegis', 'dukung', 'luwar']","['setra', 'tegis', 'dukung', 'luwar']"
Yusuf Saputra S. Kom,4.0,"Semoga suatu saat, bisa kuliah disini",semoga kuliah,moga kuliah,"['moga', 'kuliah']","['moga', 'kuliah']"
Edi Prajitno,5.0,Kampus nya keren banget luas dan asri,kampus keren banget luas asri,kampus keren banget luas asri,"['kampus', 'keren', 'banget', 'luas', 'asri']","['kampus', 'keren', 'banget', 'luas', 'asri']"
Yana Yana,2.0,"Kampusnya bagus, tp jln menuju kampus daerah macet",kampusnya bagus jln kampus daerah macet,kampus bagus jln kampus daerah macet,"['kampus', 'bagus', 'jln', 'kampus', 'daerah', 'macet']","['kampus', 'bagus', 'jln', 'kampus', 'daerah', 'macet']"
WeBe Kopi Pedolan,1.0,Sekolah mahal gk mesti sukses,sekolah mahal gk mesti sukses,sekolah mahal gk mesti sukses,"['sekolah', 'mahal', 'gk', 'mesti', 'sukses']","['sekolah', 'mahal', 'gk', 'mesti', 'sukses']"
Annisa Nur Falahi Ahmad,5.0,Danau galau,danau galau,danau galau,"['danau', 'galau']","['danau', 'galau']"
Edi Sudianto,5.0,"Makin nyaman tempat nya, bersih pula",nyaman bersih,nyaman bersih,"['nyaman', 'bersih']","['nyaman', 'bersih']"
ibon Tri,4.0,Telkom University.. salah satu universitas favorit saat ini di Bandung. Kampusnya bagus dan luas..,telkom university salah universitas favorit bandung kampusnya bagus luas,telkom university salah universitas favorit bandung kampus bagus luas,"['telkom', 'university', 'salah', 'universitas', 'favorit', 'bandung', 'kampus', 'bagus', 'luas']","['telkom', 'university', 'salah', 'universitas', 'favorit', 'bandung', 'kampus', 'bagus', 'luas']"
Bayu Priambodo,4.0,Sudah berganti nama menjadi gedung bangkit,berganti nama gedung bangkit,ganti nama gedung bangkit,"['ganti', 'nama', 'gedung', 'bangkit']","['ganti', 'nama', 'gedung', 'bangkit']"
Rudi Hermawan,4.0,Salah satu Universitas terbaik di indonesia 👏,salah universitas terbaik indonesia ,salah universitas baik indonesia,"['salah', 'universitas', 'baik', 'indonesia']","['salah', 'universitas', 'baik', 'indonesia']"
Sigit Yuwono,5.0,Di dalam nya nyaman. Jalan aksesnya macet,nyaman jalan aksesnya macet,nyaman jalan akses macet,"['nyaman', 'jalan', 'akses', 'macet']","['nyaman', 'jalan', 'akses', 'macet']"
achmad ridwan,1.0,Tempatnya kotor gak menyenangkan,tempatnya kotor menyenangkan,tempat kotor senang,"['tempat', 'kotor', 'senang']","['tempat', 'kotor', 'senang']"
Alfi Pratama,5.0,"Saya kangen fariz, thata dkk lainnya :(",kangen fariz thata dkk,kangen fariz thata dkk,"['kangen', 'fariz', 'thata', 'dkk']","['kangen', 'fariz', 'thata', 'dkk']"
Arfan Nur Akbar,5.0,minusnya panas sama suka banjir doang,minusnya panas suka banjir doang,minus panas suka banjir doang,"['minus', 'panas', 'suka', 'banjir', 'doang']","['minus', 'panas', 'suka', 'banjir', 'doang']"
Nurya FR,5.0,Tepatnya baguss..salam dari melia propolis,tepatnya bagusssalam melia propolis,tepat bagusssalam melia propolis,"['tepat', 'bagusssalam', 'melia', 'propolis']","['tepat', 'bagusssalam', 'melia', 'propolis']"
sc purnomo,5.0,lokasi openliberary yang nyaman untuk membaca dan mengerjakan tugas tugas,lokasi openliberary nyaman membaca tugas tugas,lokasi openliberary nyaman baca tugas tugas,"['lokasi', 'openliberary', 'nyaman', 'baca', 'tugas', 'tugas']","['lokasi', 'openliberary', 'nyaman', 'baca', 'tugas', 'tugas']"
Dens EDI,4.0,"Univ yg bgtu membantu ekonomi penduduk sekitar,",univ bgtu membantu ekonomi penduduk,univ bgtu bantu ekonomi duduk,"['univ', 'bgtu', 'bantu', 'ekonomi', 'duduk']","['univ', 'bgtu', 'bantu', 'ekonomi', 'duduk']"
Audyllaputri Nurrahaman,4.0,"Almarhum surahman cholil,ayah kuPernah kuliah di STT TELKOM..",almarhum surahman cholilayah kupernah kuliah stt telkom,almarhum surahman cholilayah pernah kuliah stt telkom,"['almarhum', 'surahman', 'cholilayah', 'pernah', 'kuliah', 'stt', 'telkom']","['almarhum', 'surahman', 'cholilayah', 'pernah', 'kuliah', 'stt', 'telkom']"
Hendra Supriatna,3.0,Enak dan pelayanan nya ramah.ma.nyos sambelnya.dan ayamnya,enak pelayanan ramahmanyos sambelnyadan ayamnya,enak layan ramahmanyos sambelnyadan ayam,"['enak', 'layan', 'ramahmanyos', 'sambelnyadan', 'ayam']","['enak', 'layan', 'ramahmanyos', 'sambelnyadan', 'ayam']"
Tobias Mikha,5.0,Universitas yang banyak pohonnya,universitas pohonnya,universitas pohon,"['universitas', 'pohon']","['universitas', 'pohon']"
Heri yanto,5.0,Mantap,mantap,mantap,['mantap'],['mantap']
Noel Nugroho,5.0,TELKOM TERIMA AKU YAAAAA,telkom terima yaaaaa,telkom terima yaaaaa,"['telkom', 'terima', 'yaaaaa']","['telkom', 'terima', 'yaaaaa']"
nur dhimas,5.0,"Tempat orang pinter..
Telkom group",orang pinter telkom group,orang pinter telkom group,"['orang', 'pinter', 'telkom', 'group']","['orang', 'pinter', 'telkom', 'group']"
Yohanes Widodo,4.0,Perguruan tinggi terbaik di Bandung Selatan.,perguruan terbaik bandung selatan,guru baik bandung selatan,"['guru', 'baik', 'bandung', 'selatan']","['guru', 'baik', 'bandung', 'selatan']"
leo agustian,5.0,Ramai pada waktunya,ramai,ramai,['ramai'],['ramai']
Ahmad Taufiq,5.0,salah satu kampus swasta terbaik di indonesia,salah kampus swasta terbaik indonesia,salah kampus swasta baik indonesia,"['salah', 'kampus', 'swasta', 'baik', 'indonesia']","['salah', 'kampus', 'swasta', 'baik', 'indonesia']"
hendiana florist,5.0,"ka, apakah tgl 26 dan 27 ada wisuda?",ka tgl 26 27 wisuda,ka tgl 26 27 wisuda,"['ka', 'tgl', '26', '27', 'wisuda']","['ka', 'tgl', '26', '27', 'wisuda']"
Larizstore14 -,5.0,👍, ,,[],[]
Paps Twin,5.0,Kampus yang lengkap dari segi fasilitas dan jurusan jurusan yg tersedia. Kos kos  sekitarnya jg banyak. Smg bisa mengangkat perekonomian masyarakat sekitarnya,kampus lengkap segi fasilitas jurusan jurusan tersedia kos kos smg mengangkat perekonomian masyarakat,kampus lengkap segi fasilitas jurus jurus sedia kos kos smg angkat ekonomi masyarakat,"['kampus', 'lengkap', 'segi', 'fasilitas', 'jurus', 'jurus', 'sedia', 'kos', 'kos', 'smg', 'angkat', 'ekonomi', 'masyarakat']","['kampus', 'lengkap', 'segi', 'fasilitas', 'jurus', 'jurus', 'sedia', 'kos', 'kos', 'smg', 'angkat', 'ekonomi', 'masyarakat']"
Nyan Official,5.0,"Ramahh mahasiswa nya,berbagai fasilitas ada",ramahh mahasiswa nyaberbagai fasilitas,ramahh mahasiswa nyaberbagai fasilitas,"['ramahh', 'mahasiswa', 'nyaberbagai', 'fasilitas']","['ramahh', 'mahasiswa', 'nyaberbagai', 'fasilitas']"
piat supri,5.0,"Pendidikan swasta terbaik yang berada di Jawa Barat bojongsowang dayeuhkolot, kampus yg strategis ke tol bubat deket lingkungannya bersih, hijau, sejuk pokonya mantaap pisan suasana kampusnya",pendidikan swasta terbaik jawa barat bojongsowang dayeuhkolot kampus strategis tol bubat deket lingkungannya bersih hijau sejuk pokonya mantaap pisan suasana kampusnya,didik swasta baik jawa barat bojongsowang dayeuhkolot kampus strategis tol bubat deket lingkung bersih hijau sejuk poko mantaap pis suasana kampus,"['didik', 'swasta', 'baik', 'jawa', 'barat', 'bojongsowang', 'dayeuhkolot', 'kampus', 'strategis', 'tol', 'bubat', 'deket', 'lingkung', 'bersih', 'hijau', 'sejuk', 'poko', 'mantaap', 'pis', 'suasana', 'kampus']","['didik', 'swasta', 'baik', 'jawa', 'barat', 'bojongsowang', 'dayeuhkolot', 'kampus', 'strategis', 'tol', 'bubat', 'deket', 'lingkung', 'bersih', 'hijau', 'sejuk', 'poko', 'mantaap', 'pis', 'suasana', 'kampus']"
Endang Kartiwa,5.0,"Telkom university tempat perkuliahan yang luar biasa, mantul bangat dech.........",telkom university perkuliahan mantul bangat dech,telkom university kuliah mantul bangat dech,"['telkom', 'university', 'kuliah', 'mantul', 'bangat', 'dech']","['telkom', 'university', 'kuliah', 'mantul', 'bangat', 'dech']"
Roni Muhamad,1.0,Securty telkom ee semua👎👎👎👎👎👎👎👎 gak ada ramah2 nya,securty telkom ee semua ramah2,securty telkom ee semua ramah2,"['securty', 'telkom', 'ee', 'semua', 'ramah2']","['securty', 'telkom', 'ee', 'semua', 'ramah2']"
Eko Afrizal,5.0,"Lokasi test CPNS, semoga rezeki. Semangat para pejuang NIP.",lokasi test cpns semoga rezeki semangat pejuang nip,lokasi test cpns moga rezeki semangat juang nip,"['lokasi', 'test', 'cpns', 'moga', 'rezeki', 'semangat', 'juang', 'nip']","['lokasi', 'test', 'cpns', 'moga', 'rezeki', 'semangat', 'juang', 'nip']"
Tri soesi,5.0,Termasuk perguruan tinggi swasta yg bonafide,perguruan swasta bonafide,guru swasta bonafide,"['guru', 'swasta', 'bonafide']","['guru', 'swasta', 'bonafide']"
NIMROT MONE,5.0,Untuk Belajar Ilmu IT sangat Bagus disini,belajar ilmu it bagus,ajar ilmu it bagus,"['ajar', 'ilmu', 'it', 'bagus']","['ajar', 'ilmu', 'it', 'bagus']"
Arfa Rizki Nugraha,3.0,"Daerah nya panas, mana macet mlu",daerah panas macet mlu,daerah panas macet mlu,"['daerah', 'panas', 'macet', 'mlu']","['daerah', 'panas', 'macet', 'mlu']"
Andi Subhan,3.0,Bagus...sedang pemekaran bangunan,bagussedang pemekaran bangunan,bagussedang mekar bangun,"['bagussedang', 'mekar', 'bangun']","['bagussedang', 'mekar', 'bangun']"
Atep Rohendi,5.0,Tempatnya luas,tempatnya luas,tempat luas,"['tempat', 'luas']","['tempat', 'luas']"
Akhsanur Rofi,5.0,Kampus keren. Teruslah berinovasi. thumbs up,kampus keren teruslah berinovasi thumbs up,kampus keren terus inovasi thumbs up,"['kampus', 'keren', 'terus', 'inovasi', 'thumbs', 'up']","['kampus', 'keren', 'terus', 'inovasi', 'thumbs', 'up']"
Aulia Zahro,5.0,😇😇😇, ,,[],[]
Endah Batang,4.0,Bagus tapi sayang jadi kumuh krn byk yg jualan dipinggir kampus belum jalannya byk yg bolong,bagus sayang kumuh byk jualan dipinggir kampus jalannya byk bolong,bagus sayang kumuh byk jual pinggir kampus jalan byk bolong,"['bagus', 'sayang', 'kumuh', 'byk', 'jual', 'pinggir', 'kampus', 'jalan', 'byk', 'bolong']","['bagus', 'sayang', 'kumuh', 'byk', 'jual', 'pinggir', 'kampus', 'jalan', 'byk', 'bolong']"
lily mooi,5.0,Universitas berbasis korporasi. Kampusnya luas dan bagus.,universitas berbasis korporasi kampusnya luas bagus,universitas bas korporasi kampus luas bagus,"['universitas', 'bas', 'korporasi', 'kampus', 'luas', 'bagus']","['universitas', 'bas', 'korporasi', 'kampus', 'luas', 'bagus']"
Denmas Sugito,5.0,Universitas Swasta terbaik di Indonesia,universitas swasta terbaik indonesia,universitas swasta baik indonesia,"['universitas', 'swasta', 'baik', 'indonesia']","['universitas', 'swasta', 'baik', 'indonesia']"
Pak Akmal,4.0,Mau info kpn msk asrama telkom utk mhs 2018,info kpn msk asrama telkom mhs 2018,info kpn msk asrama telkom mhs 2018,"['info', 'kpn', 'msk', 'asrama', 'telkom', 'mhs', '2018']","['info', 'kpn', 'msk', 'asrama', 'telkom', 'mhs', '2018']"
