name,rating,snippet,temp_text,stemmed_text,tokenized_text,cleaned_text
Aulia Harahap,5.0,"One of the Alumni here lol! All of the component was GREAT. Facilities, Lecturer, Building, Activities, System (both online and offline), Friends, Food and Beverages Around, Canteen, etc. I mean, literally ALL of them was great. It feels so good to become part of Telkom University Family.

Hope someday i will take my Master Degree here too, then become the Lecturer to spread all my knowledge for the next generation.",one of the alumni here lol all of the component was great facilities lecturer building activities system both online and offline friends food and beverages around canteen etc i mean literally all of them was great it feels so good to become part of telkom university family hope someday i will take my master degree here too then become the lecturer to spread all my knowledge for the next generation,one of the alumni here lol all of the component was great facilities lecturer building activities system both online and offline friends food and beverages around canteen etc i mean literally all of them was great it feels so good to become part of telkom university family hope someday i will take my master degree here too then become the lecturer to spread all my knowledge for the next generation,"['one', 'of', 'the', 'alumni', 'here', 'lol', 'all', 'of', 'the', 'component', 'was', 'great', 'facilities', 'lecturer', 'building', 'activities', 'system', 'both', 'online', 'and', 'offline', 'friends', 'food', 'and', 'beverages', 'around', 'canteen', 'etc', 'i', 'mean', 'literally', 'all', 'of', 'them', 'was', 'great', 'it', 'feels', 'so', 'good', 'to', 'become', 'part', 'of', 'telkom', 'university', 'family', 'hope', 'someday', 'i', 'will', 'take', 'my', 'master', 'degree', 'here', 'too', 'then', 'become', 'the', 'lecturer', 'to', 'spread', 'all', 'my', 'knowledge', 'for', 'the', 'next', 'generation']","['one', 'of', 'the', 'alumni', 'here', 'lol', 'all', 'of', 'the', 'component', 'was', 'great', 'facilities', 'lecturer', 'building', 'activities', 'system', 'both', 'online', 'and', 'offline', 'friends', 'food', 'and', 'beverages', 'around', 'canteen', 'etc', 'i', 'mean', 'literally', 'all', 'of', 'them', 'was', 'great', 'it', 'feels', 'so', 'good', 'to', 'become', 'part', 'of', 'telkom', 'university', 'family', 'hope', 'someday', 'i', 'will', 'take', 'my', 'master', 'degree', 'here', 'too', 'then', 'become', 'the', 'lecturer', 'to', 'spread', 'all', 'my', 'knowledge', 'for', 'the', 'next', 'generation']"
Antonio Abhi,5.0,"Telkom University has a fairly wide area.  Consists of several faculties namely FIK, FEB, FTE, FIT, FRI, FKB.  It has public wifi in every corner and has relatively enough speed.  New students will live in a dormitory for 2 semesters.",telkom university has a fairly wide area consists of several faculties namely fik feb fte fit fri fkb it has public wifi in every corner and has relatively enough speed new students will live in a dormitory for 2 semesters,telkom university has a fairly wide area consists of several faculties namely fik feb fte fit fri fkb it has public wifi in every corner and has relatively enough speed new students will live in a dormitory for 2 semesters,"['telkom', 'university', 'has', 'a', 'fairly', 'wide', 'area', 'consists', 'of', 'several', 'faculties', 'namely', 'fik', 'feb', 'fte', 'fit', 'fri', 'fkb', 'it', 'has', 'public', 'wifi', 'in', 'every', 'corner', 'and', 'has', 'relatively', 'enough', 'speed', 'new', 'students', 'will', 'live', 'in', 'a', 'dormitory', 'for', '2', 'semesters']","['telkom', 'university', 'has', 'a', 'fairly', 'wide', 'area', 'consists', 'of', 'several', 'faculties', 'namely', 'fik', 'feb', 'fte', 'fit', 'fri', 'fkb', 'it', 'has', 'public', 'wifi', 'in', 'every', 'corner', 'and', 'has', 'relatively', 'enough', 'speed', 'new', 'students', 'will', 'live', 'in', 'a', 'dormitory', 'for', '2', 'semesters']"
Boni Benyamin,4.0,"This is one of several universities around Bandung city. They owned by one reputable Indonesia telecommunication company, PT Telkom Indonesia Tbk. Located in precious area in town, Jln. Buah Batu, West Bandung, West Java. They consist of various faculty, i.e, Faculty of Economic & Business, Faculty of Law, Faculty of Information Technology, etc.",this is one of several universities around bandung city they owned by one reputable indonesia telecommunication company pt telkom indonesia tbk located in precious area in town jln buah batu west bandung west java they consist of various faculty ie faculty of economic business faculty of law faculty of information technology etc,this is one of several universities around bandung city they owned by one reputable indonesia telecommunication company pt telkom indonesia tbk located in precious area in town jln buah batu west bandung west java they consist of various faculty ie faculty of economic business faculty of law faculty of information technology etc,"['this', 'is', 'one', 'of', 'several', 'universities', 'around', 'bandung', 'city', 'they', 'owned', 'by', 'one', 'reputable', 'indonesia', 'telecommunication', 'company', 'pt', 'telkom', 'indonesia', 'tbk', 'located', 'in', 'precious', 'area', 'in', 'town', 'jln', 'buah', 'batu', 'west', 'bandung', 'west', 'java', 'they', 'consist', 'of', 'various', 'faculty', 'ie', 'faculty', 'of', 'economic', 'business', 'faculty', 'of', 'law', 'faculty', 'of', 'information', 'technology', 'etc']","['this', 'is', 'one', 'of', 'several', 'universities', 'around', 'bandung', 'city', 'they', 'owned', 'by', 'one', 'reputable', 'indonesia', 'telecommunication', 'company', 'pt', 'telkom', 'indonesia', 'tbk', 'located', 'in', 'precious', 'area', 'in', 'town', 'jln', 'buah', 'batu', 'west', 'bandung', 'west', 'java', 'they', 'consist', 'of', 'various', 'faculty', 'ie', 'faculty', 'of', 'economic', 'business', 'faculty', 'of', 'law', 'faculty', 'of', 'information', 'technology', 'etc']"
Asre,5.0,"Great place, great people, great memory",great place great people great memory,great place great people great memory,"['great', 'place', 'great', 'people', 'great', 'memory']","['great', 'place', 'great', 'people', 'great', 'memory']"
Achmad Chaerul Rizal,5.0,"Bitly/GandewaBotsFx for autotrade metatrader 4
Bitly/MappingFx for practice",bitlygandewabotsfx for autotrade metatrader 4 bitlymappingfx for practice,bitlygandewabotsfx for autotrade metatrader 4 bitlymappingfx for practice,"['bitlygandewabotsfx', 'for', 'autotrade', 'metatrader', '4', 'bitlymappingfx', 'for', 'practice']","['bitlygandewabotsfx', 'for', 'autotrade', 'metatrader', '4', 'bitlymappingfx', 'for', 'practice']"
Sarah S.,5.0,Nengok kampus udah canggih betul sekarang,nengok kampus udah canggih,nengok kampus udah canggih,"['nengok', 'kampus', 'udah', 'canggih']","['nengok', 'kampus', 'udah', 'canggih']"
Juff,5.0,Suasana kampus yg sejuk,suasana kampus sejuk,suasana kampus sejuk,"['suasana', 'kampus', 'sejuk']","['suasana', 'kampus', 'sejuk']"
Eka Kircon,5.0,The palace is good to tester cpns. But i dont pas teh testing. Omy god,the palace is good to tester cpns but i dont pas teh testing omy god,the palace is good to tester cpns but i dont pas teh testing omy god,"['the', 'palace', 'is', 'good', 'to', 'tester', 'cpns', 'but', 'i', 'dont', 'pas', 'teh', 'testing', 'omy', 'god']","['the', 'palace', 'is', 'good', 'to', 'tester', 'cpns', 'but', 'i', 'dont', 'pas', 'teh', 'testing', 'omy', 'god']"
Prabowo Nofieldi,5.0,"As I can see, Telkom University has changed drastically from the previous year, it can be seen in terms of sports facilities and sports parks.",as i can see telkom university has changed drastically from the previous year it can be seen in terms of sports facilities and sports parks,as i can see telkom university has changed drastically from the previous year it can be seen in terms of sports facilities and sports parks,"['as', 'i', 'can', 'see', 'telkom', 'university', 'has', 'changed', 'drastically', 'from', 'the', 'previous', 'year', 'it', 'can', 'be', 'seen', 'in', 'terms', 'of', 'sports', 'facilities', 'and', 'sports', 'parks']","['as', 'i', 'can', 'see', 'telkom', 'university', 'has', 'changed', 'drastically', 'from', 'the', 'previous', 'year', 'it', 'can', 'be', 'seen', 'in', 'terms', 'of', 'sports', 'facilities', 'and', 'sports', 'parks']"
a admin,5.0,Sejuk dan segar,sejuk segar,sejuk segar,"['sejuk', 'segar']","['sejuk', 'segar']"
Dedi Suherman,5.0,Best Private University in Indonesia,best private university in indonesia,best private university in indonesia,"['best', 'private', 'university', 'in', 'indonesia']","['best', 'private', 'university', 'in', 'indonesia']"
Hikma Fathaby,4.0,This is the world class university in Bandung. The first best private college in Indonesia. Now it has good ambience. As an alumnus i got envy to the new comer. Bc its facilities moreeeeeeee best than before,this is the world class university in bandung the first best private college in indonesia now it has good ambience as an alumnus i got envy to the new comer bc its facilities moreeeeeeee best than before,this is the world class university in bandung the first best private college in indonesia now it has good ambience as an alumnus i got envy to the new comer bc its facilities moreeeeeeee best than before,"['this', 'is', 'the', 'world', 'class', 'university', 'in', 'bandung', 'the', 'first', 'best', 'private', 'college', 'in', 'indonesia', 'now', 'it', 'has', 'good', 'ambience', 'as', 'an', 'alumnus', 'i', 'got', 'envy', 'to', 'the', 'new', 'comer', 'bc', 'its', 'facilities', 'moreeeeeeee', 'best', 'than', 'before']","['this', 'is', 'the', 'world', 'class', 'university', 'in', 'bandung', 'the', 'first', 'best', 'private', 'college', 'in', 'indonesia', 'now', 'it', 'has', 'good', 'ambience', 'as', 'an', 'alumnus', 'i', 'got', 'envy', 'to', 'the', 'new', 'comer', 'bc', 'its', 'facilities', 'moreeeeeeee', 'best', 'than', 'before']"
Elfatih Hatamtaya Airis,5.0,Mampir makan ayam penyet!!  Segerrr pedesss murahhh,mampir makan ayam penyet segerrr pedesss murahhh,mampir makan ayam penyet segerrr pedesss murahhh,"['mampir', 'makan', 'ayam', 'penyet', 'segerrr', 'pedesss', 'murahhh']","['mampir', 'makan', 'ayam', 'penyet', 'segerrr', 'pedesss', 'murahhh']"
Rain,4.0,"I haven't visited in 2 years and there are so much nice changes already. Hopefully they'll also improve the public restroom, though.",i havent visited in 2 years and there are so much nice changes already hopefully theyll also improve the public restroom though,i havent visited in 2 years and there are so much nice changes already hopefully theyll also improve the public restroom though,"['i', 'havent', 'visited', 'in', '2', 'years', 'and', 'there', 'are', 'so', 'much', 'nice', 'changes', 'already', 'hopefully', 'theyll', 'also', 'improve', 'the', 'public', 'restroom', 'though']","['i', 'havent', 'visited', 'in', '2', 'years', 'and', 'there', 'are', 'so', 'much', 'nice', 'changes', 'already', 'hopefully', 'theyll', 'also', 'improve', 'the', 'public', 'restroom', 'though']"
F Prakoso,5.0,🔥, ,,[],[]
Akbar Habib,4.0,"Pretty hot on the outside and some of the older buildings because of lack of trees. The class rooms and laboratory are comfortable and are very nice to study in. The library have a comfortable and cool atmosphere to make reading books more enjoyable with a wide range of books from fiction to not-so-fictional books. Also the library have a coffee corner if you love to drink some coffee while reading. The lake are popular spot to take pictures and do some jog around it in the morning. They have a tennis court, basketball court, badminton court, some makeshift soccer field and some too-big futsal court in the 2nd floor of the 10-floored building (GKU Building) and a gender separated swimming pool on GKU Building too.",pretty hot on the outside and some of the older buildings because of lack of trees the class rooms and laboratory are comfortable and are very nice to study in the library have a comfortable and cool atmosphere to make reading books more enjoyable with a wide range of books from fiction to notsofictional books also the library have a coffee corner if you love to drink some coffee while reading the lake are popular spot to take pictures and do some jog around it in the morning they have a tennis court basketball court badminton court some makeshift soccer field and some toobig futsal court in the 2nd floor of the 10floored building gku building and a gender separated swimming pool on gku building too,pretty hot on the outside and some of the older buildings because of lack of trees the class rooms and laboratory are comfortable and are very nice to study in the library have a comfortable and cool atmosphere to make reading books more enjoyable with a wide range of books from fiction to notsofictional books also the library have a coffee corner if you love to drink some coffee while reading the lake are popular spot to take pictures and do some jog around it in the morning they have a tennis court basketball court badminton court some makeshift soccer field and some toobig futsal court in the 2nd floor of the 10floored building gku building and a gender separated swimming pool on gku building too,"['pretty', 'hot', 'on', 'the', 'outside', 'and', 'some', 'of', 'the', 'older', 'buildings', 'because', 'of', 'lack', 'of', 'trees', 'the', 'class', 'rooms', 'and', 'laboratory', 'are', 'comfortable', 'and', 'are', 'very', 'nice', 'to', 'study', 'in', 'the', 'library', 'have', 'a', 'comfortable', 'and', 'cool', 'atmosphere', 'to', 'make', 'reading', 'books', 'more', 'enjoyable', 'with', 'a', 'wide', 'range', 'of', 'books', 'from', 'fiction', 'to', 'notsofictional', 'books', 'also', 'the', 'library', 'have', 'a', 'coffee', 'corner', 'if', 'you', 'love', 'to', 'drink', 'some', 'coffee', 'while', 'reading', 'the', 'lake', 'are', 'popular', 'spot', 'to', 'take', 'pictures', 'and', 'do', 'some', 'jog', 'around', 'it', 'in', 'the', 'morning', 'they', 'have', 'a', 'tennis', 'court', 'basketball', 'court', 'badminton', 'court', 'some', 'makeshift', 'soccer', 'field', 'and', 'some', 'toobig', 'futsal', 'court', 'in', 'the', '2nd', 'floor', 'of', 'the', '10floored', 'building', 'gku', 'building', 'and', 'a', 'gender', 'separated', 'swimming', 'pool', 'on', 'gku', 'building', 'too']","['pretty', 'hot', 'on', 'the', 'outside', 'and', 'some', 'of', 'the', 'older', 'buildings', 'because', 'of', 'lack', 'of', 'trees', 'the', 'class', 'rooms', 'and', 'laboratory', 'are', 'comfortable', 'and', 'are', 'very', 'nice', 'to', 'study', 'in', 'the', 'library', 'have', 'a', 'comfortable', 'and', 'cool', 'atmosphere', 'to', 'make', 'reading', 'books', 'more', 'enjoyable', 'with', 'a', 'wide', 'range', 'of', 'books', 'from', 'fiction', 'to', 'notsofictional', 'books', 'also', 'the', 'library', 'have', 'a', 'coffee', 'corner', 'if', 'you', 'love', 'to', 'drink', 'some', 'coffee', 'while', 'reading', 'the', 'lake', 'are', 'popular', 'spot', 'to', 'take', 'pictures', 'and', 'do', 'some', 'jog', 'around', 'it', 'in', 'the', 'morning', 'they', 'have', 'a', 'tennis', 'court', 'basketball', 'court', 'badminton', 'court', 'some', 'makeshift', 'soccer', 'field', 'and', 'some', 'toobig', 'futsal', 'court', 'in', 'the', '2nd', 'floor', 'of', 'the', '10floored', 'building', 'gku', 'building', 'and', 'a', 'gender', 'separated', 'swimming', 'pool', 'on', 'gku', 'building', 'too']"
Rizky Firmansyah,5.0,Tenteram dan damai.,tenteram damai,tenteram damai,"['tenteram', 'damai']","['tenteram', 'damai']"
HANDAYANI OKTAVIA,5.0,Best private university in Indonesia~,best private university in indonesia,best private university in indonesia,"['best', 'private', 'university', 'in', 'indonesia']","['best', 'private', 'university', 'in', 'indonesia']"
Alnour Abobaker,5.0,جامعة جيدة وممتازة في دولة اندونيسيا تتميز بالبيئية الجذابة ولديها شكل هندسي جميل ، وايضا بها كلاس انترناشونال  الا انها خاصة, ,,[],[]
Haryo S,5.0,Best University..,best university,best university,"['best', 'university']","['best', 'university']"
Alif Gani,5.0,top private university 👍🏽,top private university ,top private university,"['top', 'private', 'university']","['top', 'private', 'university']"
Saijo Nishi,4.0,"Universitas Telkom, berdiri tahun 1990 yang merupakan penggabungan 4 institusi pendidikan tinggi. Meraih The Best Private University di Indonesia.
1990年に設立されたテルコム大学は、4つの高等教育機関が合併したものです。 インドシアで最高の私立大学...",universitas telkom berdiri 1990 penggabungan 4 institusi pendidikan meraih the best private university indonesia 1990 4 ,universitas telkom diri 1990 gabung 4 institusi didik raih the best private university indonesia 1990 4,"['universitas', 'telkom', 'diri', '1990', 'gabung', '4', 'institusi', 'didik', 'raih', 'the', 'best', 'private', 'university', 'indonesia', '1990', '4']","['universitas', 'telkom', 'diri', '1990', 'gabung', '4', 'institusi', 'didik', 'raih', 'the', 'best', 'private', 'university', 'indonesia', '1990', '4']"
Muhammad Athallah Arsyaf,5.0,"The infrastructure here is excellent, fully integrated with technology and advancements; truly astounding campus. Most of the buildings are relatively new, the newer ones includes faculty of creative industries, communication and business and economics. The engineering campus is besides the rectorate building however old. I had no first hand experience with the lecturers but Im pretty sure they are highly skilled as they are graduates of prestigious universities such as ITB and UI. The engineering program in this university is very popular especially the telecommunications and informatics majoring. Campus clean and hygiene maintained well, with abundant number of toilets everywhere in great condition. A very disabled friendly and accessible campus. Most of the newer buildings provide elevator access. Swimming pool located in the Main Campus Building (The tallest building). There are lodging facilities available on campus for guests or students. Accredited 'A' in overall performance by BAN-PT.",the infrastructure here is excellent fully integrated with technology and advancements truly astounding campus most of the buildings are relatively new the newer ones includes faculty of creative industries communication and business and economics the engineering campus is besides the rectorate building however old i had no first hand experience with the lecturers but im pretty sure they are highly skilled as they are graduates of prestigious universities such as itb and ui the engineering program in this university is very popular especially the telecommunications and informatics majoring campus clean and hygiene maintained well with abundant number of toilets everywhere in great condition a very disabled friendly and accessible campus most of the newer buildings provide elevator access swimming pool located in the main campus building the tallest building there are lodging facilities available on campus for guests or students accredited a in overall performance by banpt,the infrastructure here is excellent fully integrated with technology and advancements truly astounding campus most of the buildings are relatively new the newer ones includes faculty of creative industries communication and business and economics the engineering campus is besides the rectorate building however old i had no first hand experience with the lecturers but im pretty sure they are highly skilled as they are graduates of prestigious universities such as itb and ui the engineering program in this university is very popular especially the telecommunications and informatics majoring campus clean and hygiene maintained well with abundant number of toilets everywhere in great condition a very disabled friendly and accessible campus most of the newer buildings provide elevator access swimming pool located in the main campus building the tallest building there are lodging facilities available on campus for guests or students accredited a in overall performance by banpt,"['the', 'infrastructure', 'here', 'is', 'excellent', 'fully', 'integrated', 'with', 'technology', 'and', 'advancements', 'truly', 'astounding', 'campus', 'most', 'of', 'the', 'buildings', 'are', 'relatively', 'new', 'the', 'newer', 'ones', 'includes', 'faculty', 'of', 'creative', 'industries', 'communication', 'and', 'business', 'and', 'economics', 'the', 'engineering', 'campus', 'is', 'besides', 'the', 'rectorate', 'building', 'however', 'old', 'i', 'had', 'no', 'first', 'hand', 'experience', 'with', 'the', 'lecturers', 'but', 'im', 'pretty', 'sure', 'they', 'are', 'highly', 'skilled', 'as', 'they', 'are', 'graduates', 'of', 'prestigious', 'universities', 'such', 'as', 'itb', 'and', 'ui', 'the', 'engineering', 'program', 'in', 'this', 'university', 'is', 'very', 'popular', 'especially', 'the', 'telecommunications', 'and', 'informatics', 'majoring', 'campus', 'clean', 'and', 'hygiene', 'maintained', 'well', 'with', 'abundant', 'number', 'of', 'toilets', 'everywhere', 'in', 'great', 'condition', 'a', 'very', 'disabled', 'friendly', 'and', 'accessible', 'campus', 'most', 'of', 'the', 'newer', 'buildings', 'provide', 'elevator', 'access', 'swimming', 'pool', 'located', 'in', 'the', 'main', 'campus', 'building', 'the', 'tallest', 'building', 'there', 'are', 'lodging', 'facilities', 'available', 'on', 'campus', 'for', 'guests', 'or', 'students', 'accredited', 'a', 'in', 'overall', 'performance', 'by', 'banpt']","['the', 'infrastructure', 'here', 'is', 'excellent', 'fully', 'integrated', 'with', 'technology', 'and', 'advancements', 'truly', 'astounding', 'campus', 'most', 'of', 'the', 'buildings', 'are', 'relatively', 'new', 'the', 'newer', 'ones', 'includes', 'faculty', 'of', 'creative', 'industries', 'communication', 'and', 'business', 'and', 'economics', 'the', 'engineering', 'campus', 'is', 'besides', 'the', 'rectorate', 'building', 'however', 'old', 'i', 'had', 'no', 'first', 'hand', 'experience', 'with', 'the', 'lecturers', 'but', 'im', 'pretty', 'sure', 'they', 'are', 'highly', 'skilled', 'as', 'they', 'are', 'graduates', 'of', 'prestigious', 'universities', 'such', 'as', 'itb', 'and', 'ui', 'the', 'engineering', 'program', 'in', 'this', 'university', 'is', 'very', 'popular', 'especially', 'the', 'telecommunications', 'and', 'informatics', 'majoring', 'campus', 'clean', 'and', 'hygiene', 'maintained', 'well', 'with', 'abundant', 'number', 'of', 'toilets', 'everywhere', 'in', 'great', 'condition', 'a', 'very', 'disabled', 'friendly', 'and', 'accessible', 'campus', 'most', 'of', 'the', 'newer', 'buildings', 'provide', 'elevator', 'access', 'swimming', 'pool', 'located', 'in', 'the', 'main', 'campus', 'building', 'the', 'tallest', 'building', 'there', 'are', 'lodging', 'facilities', 'available', 'on', 'campus', 'for', 'guests', 'or', 'students', 'accredited', 'a', 'in', 'overall', 'performance', 'by', 'banpt']"
